Attendee_ID,Event_ID,Registration_Date,Event_Date,Event_Type,Location,Topic,Career_Stage,Geographic_Region,CAS_Credential_Status,First_Time_Attendee_Flag,Member_Status
A0772,E019,2023-11-17,2023-12-21,Webinar,Online,Topic 15,Entry-Level,West,Associate,False,Member
A0171,E141,2023-03-18,2023-06-24,Annual Meeting,New York,Topic 4,Senior,International,Credentialed,False,Member
A0086,E052,2022-02-13,2023-10-03,Webinar,Online,Topic 18,Senior,West,Credentialed,False,Member
A0858,E115,2022-10-27,2023-11-30,Annual Meeting,Houston,Topic 12,Senior,South,Non-Member,False,Non-Member
A0077,E156,2022-02-09,2022-06-03,Workshop,San Francisco,Topic 18,Senior,North East,Non-Member,False,Non-Member
A0435,E012,2023-03-16,2023-07-19,Seminar,Houston,Topic 15,Entry-Level,International,Associate,True,Member
A0974,E011,2023-02-16,2023-08-24,Local Chapter Event,Chicago,Topic 9,Senior,International,Associate,False,Member
A0523,E038,2022-01-20,2022-07-09,Seminar,New York,Topic 13,Senior,West,Credentialed,False,Member
A0448,E134,2024-01-13,2024-04-03,Workshop,Miami,Topic 6,Mid-Career,Mid-West,Associate,False,Member
A0369,E170,2024-05-17,2024-06-18,Seminar,New York,Topic 3,Mid-Career,Mid-West,Associate,False,Member
A0232,E072,2023-01-12,2023-06-02,Workshop,New York,Topic 5,Student,South,Associate,False,Member
A0263,E011,2022-11-21,2023-08-24,Local Chapter Event,Chicago,Topic 9,Entry-Level,North East,Associate,False,Member
A0921,E140,2023-10-15,2023-11-07,Workshop,Chicago,Topic 18,Student,Mid-West,Non-Member,False,Non-Member
A0939,E051,2022-02-16,2024-07-17,Workshop,Chicago,Topic 8,Entry-Level,West,Non-Member,False,Non-Member
A0821,E088,2022-09-27,2024-05-16,Webinar,Online,Topic 16,Entry-Level,South,Associate,False,Member
A0601,E125,2022-04-27,2022-06-19,Workshop,San Francisco,Topic 2,Senior,North East,Non-Member,False,Non-Member
A0630,E004,2022-11-02,2022-12-10,Webinar,Online,Topic 6,Entry-Level,North East,Associate,True,Member
A0007,E110,2022-12-15,2023-02-17,Annual Meeting,New York,Topic 4,Student,North East,Non-Member,True,Non-Member
A0438,E173,2023-06-25,2023-08-27,Workshop,Miami,Topic 6,Senior,International,Credentialed,False,Member
A0747,E111,2023-02-14,2023-04-02,Webinar,Online,Topic 3,Mid-Career,West,Non-Member,False,Non-Member
A0054,E029,2022-06-14,2023-11-15,Webinar,Online,Topic 3,Mid-Career,Mid-West,Credentialed,False,Member
A0273,E195,2023-02-19,2024-07-08,Seminar,Chicago,Topic 11,Executive,South,Associate,False,Member
A0500,E093,2023-09-15,2024-03-12,Seminar,New York,Topic 8,Entry-Level,West,Associate,False,Member
A0217,E179,2023-05-23,2023-12-20,Workshop,Chicago,Topic 14,Entry-Level,West,Credentialed,False,Member
A0559,E181,2022-09-02,2024-10-27,Webinar,Online,Topic 14,Mid-Career,International,Credentialed,False,Member
A0506,E166,2022-01-08,2022-07-03,Webinar,Online,Topic 17,Executive,Mid-West,Credentialed,True,Member
A0278,E081,2022-06-19,2023-11-16,Seminar,Houston,Topic 19,Mid-Career,West,Credentialed,False,Member
A0330,E138,2023-05-12,2023-10-18,Webinar,Online,Topic 11,Senior,West,Non-Member,True,Non-Member
A0381,E050,2022-02-22,2022-05-27,Workshop,Houston,Topic 9,Mid-Career,International,Non-Member,True,Non-Member
A0673,E001,2022-07-08,2024-05-10,Seminar,Miami,Topic 7,Mid-Career,South,Credentialed,True,Member
A0930,E004,2022-08-07,2022-12-10,Webinar,Online,Topic 6,Senior,International,Associate,False,Member
A0260,E001,2022-06-28,2024-05-10,Seminar,Miami,Topic 7,Student,Mid-West,Credentialed,True,Member
A0457,E189,2022-10-20,2024-01-18,Seminar,New York,Topic 5,Mid-Career,South,Associate,True,Member
A0946,E123,2023-06-29,2023-08-11,Webinar,Online,Topic 12,Student,South,Associate,False,Member
A0846,E121,2023-05-24,2024-07-23,Local Chapter Event,Chicago,Topic 5,Entry-Level,South,Associate,False,Member
A0413,E016,2022-07-07,2023-12-04,Webinar,Online,Topic 12,Mid-Career,West,Credentialed,False,Member
A0031,E004,2022-02-09,2022-12-10,Webinar,Online,Topic 6,Mid-Career,International,Non-Member,True,Non-Member
A0304,E174,2022-02-09,2023-10-07,Workshop,Chicago,Topic 14,Senior,South,Credentialed,True,Member
A0489,E132,2022-10-06,2024-04-08,Webinar,Online,Topic 7,Entry-Level,Mid-West,Associate,False,Member
A0203,E066,2022-08-11,2023-04-15,Seminar,Miami,Topic 19,Mid-Career,West,Credentialed,False,Member
A0804,E018,2022-09-13,2024-03-26,Workshop,Houston,Topic 8,Mid-Career,North East,Non-Member,False,Non-Member
A0455,E001,2024-05-08,2024-05-10,Seminar,Miami,Topic 7,Senior,North East,Non-Member,False,Non-Member
A0044,E200,2022-01-20,2024-04-15,Workshop,New York,Topic 17,Senior,North East,Credentialed,False,Member
A0101,E146,2022-02-03,2024-10-25,Annual Meeting,New York,Topic 1,Entry-Level,International,Associate,False,Member
A0970,E012,2022-06-05,2023-07-19,Seminar,Houston,Topic 15,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0423,E137,2022-01-13,2022-02-16,Webinar,Online,Topic 14,Mid-Career,International,Credentialed,True,Member
A0759,E029,2022-04-28,2023-11-15,Webinar,Online,Topic 3,Senior,West,Associate,False,Member
A0271,E002,2022-04-28,2022-05-02,Seminar,San Francisco,Topic 11,Senior,International,Associate,False,Member
A0172,E182,2022-05-16,2022-12-29,Workshop,Miami,Topic 18,Entry-Level,International,Associate,True,Member
A0683,E166,2022-06-11,2022-07-03,Webinar,Online,Topic 17,Mid-Career,South,Credentialed,False,Member
A0580,E123,2022-04-09,2023-08-11,Webinar,Online,Topic 12,Entry-Level,North East,Credentialed,False,Member
A0605,E022,2023-01-19,2023-06-05,Webinar,Online,Topic 12,Mid-Career,West,Non-Member,True,Non-Member
A0134,E170,2022-07-05,2024-06-18,Seminar,New York,Topic 3,Senior,North East,Credentialed,True,Member
A0085,E055,2024-05-13,2024-10-13,Workshop,New York,Topic 2,Mid-Career,North East,Credentialed,True,Member
A0910,E167,2022-08-09,2024-09-10,Annual Meeting,Miami,Topic 2,Mid-Career,Mid-West,Non-Member,False,Non-Member
A0179,E119,2024-08-12,2024-11-14,Webinar,Online,Topic 4,Entry-Level,North East,Non-Member,False,Non-Member
A0429,E150,2023-12-29,2024-04-02,Local Chapter Event,New York,Topic 5,Mid-Career,North East,Non-Member,False,Non-Member
A0197,E042,2023-03-20,2024-08-09,Annual Meeting,New York,Topic 2,Mid-Career,South,Non-Member,False,Non-Member
A0330,E039,2022-05-04,2023-12-11,Workshop,New York,Topic 5,Senior,West,Non-Member,False,Non-Member
A0029,E035,2022-10-22,2023-06-25,Seminar,San Francisco,Topic 19,Senior,West,Credentialed,True,Member
A0589,E093,2023-06-05,2024-03-12,Seminar,New York,Topic 8,Student,North East,Associate,False,Member
A0122,E084,2023-03-28,2023-07-29,Local Chapter Event,Chicago,Topic 17,Mid-Career,South,Associate,False,Member
A0557,E136,2022-03-19,2022-03-21,Workshop,San Francisco,Topic 5,Executive,Mid-West,Associate,False,Member
A0195,E009,2022-11-30,2024-04-11,Workshop,Miami,Topic 19,Entry-Level,International,Credentialed,False,Member
A0327,E015,2022-08-15,2024-10-22,Workshop,Chicago,Topic 4,Student,North East,Associate,False,Member
A0425,E022,2023-03-05,2023-06-05,Webinar,Online,Topic 12,Entry-Level,South,Credentialed,True,Member
A0001,E010,2023-09-15,2023-10-09,Seminar,Chicago,Topic 4,Mid-Career,North East,Associate,False,Member
A0712,E184,2022-01-19,2022-01-28,Annual Meeting,New York,Topic 17,Senior,Mid-West,Associate,True,Member
A0012,E089,2022-06-04,2022-09-26,Local Chapter Event,Chicago,Topic 19,Senior,West,Non-Member,False,Non-Member
A0494,E112,2023-02-25,2024-09-04,Seminar,Miami,Topic 12,Entry-Level,International,Credentialed,False,Member
A0889,E023,2023-03-04,2023-10-10,Annual Meeting,San Francisco,Topic 19,Student,West,Credentialed,False,Member
A0025,E018,2023-07-10,2024-03-26,Workshop,Houston,Topic 8,Entry-Level,International,Non-Member,False,Non-Member
A0319,E185,2022-02-26,2022-03-27,Workshop,Houston,Topic 17,Student,South,Associate,True,Member
A0155,E160,2022-08-21,2023-08-01,Webinar,Online,Topic 7,Senior,North East,Credentialed,True,Member
A0922,E136,2022-01-25,2022-03-21,Workshop,San Francisco,Topic 5,Entry-Level,North East,Non-Member,True,Non-Member
A0432,E094,2023-12-11,2024-06-15,Local Chapter Event,Miami,Topic 3,Executive,South,Associate,False,Member
A0537,E148,2023-01-03,2024-05-02,Webinar,Online,Topic 17,Mid-Career,Mid-West,Associate,False,Member
A0850,E066,2022-10-29,2023-04-15,Seminar,Miami,Topic 19,Executive,South,Associate,True,Member
A0370,E175,2023-05-11,2023-06-30,Seminar,Chicago,Topic 13,Student,South,Non-Member,False,Non-Member
A0973,E114,2022-02-25,2022-03-03,Workshop,New York,Topic 13,Executive,South,Non-Member,True,Non-Member
A0715,E147,2022-02-23,2022-05-26,Local Chapter Event,New York,Topic 11,Student,Mid-West,Credentialed,True,Member
A0538,E014,2022-01-13,2022-02-04,Local Chapter Event,Houston,Topic 18,Senior,South,Associate,True,Member
A0728,E193,2022-08-03,2022-12-16,Seminar,New York,Topic 3,Mid-Career,International,Credentialed,False,Member
A0663,E184,2022-01-19,2022-01-28,Annual Meeting,New York,Topic 17,Senior,North East,Non-Member,True,Non-Member
A0076,E183,2023-12-01,2024-03-16,Workshop,New York,Topic 5,Entry-Level,West,Associate,False,Member
A0289,E147,2022-05-07,2022-05-26,Local Chapter Event,New York,Topic 11,Student,South,Associate,False,Member
A0177,E037,2023-09-03,2024-03-06,Webinar,Online,Topic 12,Executive,International,Non-Member,False,Non-Member
A0127,E168,2022-03-19,2022-07-24,Seminar,San Francisco,Topic 16,Mid-Career,West,Credentialed,True,Member
A0638,E087,2022-01-03,2022-01-05,Workshop,Miami,Topic 15,Senior,International,Associate,True,Member
A0528,E028,2023-03-21,2024-11-22,Annual Meeting,Miami,Topic 3,Mid-Career,North East,Non-Member,False,Non-Member
A0685,E046,2022-02-25,2022-05-03,Seminar,Miami,Topic 2,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0214,E085,2022-03-27,2023-11-13,Webinar,Online,Topic 11,Student,International,Credentialed,False,Member
A0921,E065,2022-04-26,2023-02-05,Workshop,Houston,Topic 19,Student,Mid-West,Non-Member,True,Non-Member
A0064,E087,2022-01-02,2022-01-05,Workshop,Miami,Topic 15,Senior,South,Credentialed,True,Member
A0352,E158,2022-05-27,2023-01-24,Annual Meeting,San Francisco,Topic 17,Mid-Career,West,Non-Member,True,Non-Member
A0855,E149,2022-01-24,2022-04-15,Workshop,New York,Topic 16,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0859,E045,2022-03-30,2023-12-31,Local Chapter Event,Houston,Topic 11,Mid-Career,North East,Credentialed,False,Member
A0883,E047,2022-06-20,2022-07-17,Workshop,New York,Topic 9,Mid-Career,International,Non-Member,False,Non-Member
A0135,E050,2022-04-02,2022-05-27,Workshop,Houston,Topic 9,Mid-Career,North East,Credentialed,False,Member
A0646,E091,2022-04-20,2022-04-27,Annual Meeting,New York,Topic 12,Mid-Career,South,Associate,False,Member
A0112,E045,2022-12-10,2023-12-31,Local Chapter Event,Houston,Topic 11,Mid-Career,West,Associate,False,Member
A0660,E101,2023-02-06,2023-05-31,Webinar,Online,Topic 16,Student,South,Non-Member,False,Non-Member
A0028,E169,2022-02-28,2022-04-21,Seminar,San Francisco,Topic 16,Student,International,Credentialed,True,Member
A0498,E041,2022-09-07,2023-03-18,Local Chapter Event,Chicago,Topic 3,Mid-Career,West,Non-Member,False,Non-Member
A0884,E125,2022-02-05,2022-06-19,Workshop,San Francisco,Topic 2,Mid-Career,Mid-West,Associate,True,Member
A0945,E126,2022-01-26,2022-01-29,Annual Meeting,San Francisco,Topic 8,Senior,Mid-West,Non-Member,True,Non-Member
A0912,E147,2022-01-26,2022-05-26,Local Chapter Event,New York,Topic 11,Student,Mid-West,Associate,True,Member
A0528,E182,2022-05-10,2022-12-29,Workshop,Miami,Topic 18,Mid-Career,North East,Non-Member,False,Non-Member
A0402,E034,2022-02-15,2023-04-30,Seminar,Miami,Topic 15,Mid-Career,West,Credentialed,False,Member
A0646,E021,2024-05-23,2024-11-30,Seminar,Miami,Topic 1,Mid-Career,South,Associate,False,Member
A0048,E039,2022-01-11,2023-12-11,Workshop,New York,Topic 5,Entry-Level,West,Associate,False,Member
A0542,E018,2024-01-27,2024-03-26,Workshop,Houston,Topic 8,Mid-Career,Mid-West,Non-Member,False,Non-Member
A0381,E073,2022-01-05,2022-10-07,Workshop,Miami,Topic 3,Mid-Career,International,Non-Member,False,Non-Member
A0191,E168,2022-05-18,2022-07-24,Seminar,San Francisco,Topic 16,Executive,West,Credentialed,True,Member
A0154,E132,2022-05-24,2024-04-08,Webinar,Online,Topic 7,Mid-Career,South,Non-Member,False,Non-Member
A0611,E121,2022-09-05,2024-07-23,Local Chapter Event,Chicago,Topic 5,Senior,West,Credentialed,False,Member
A0261,E020,2023-09-16,2024-12-12,Webinar,Online,Topic 13,Entry-Level,Mid-West,Credentialed,False,Member
A0770,E093,2023-09-14,2024-03-12,Seminar,New York,Topic 8,Executive,North East,Associate,False,Member
A0330,E189,2022-01-09,2024-01-18,Seminar,New York,Topic 5,Senior,West,Non-Member,False,Non-Member
A0067,E191,2022-01-10,2022-11-11,Local Chapter Event,Miami,Topic 1,Senior,North East,Associate,True,Member
A0990,E117,2022-10-26,2023-03-31,Local Chapter Event,Houston,Topic 19,Senior,South,Associate,False,Member
A0909,E164,2022-09-26,2024-09-10,Local Chapter Event,Chicago,Topic 19,Mid-Career,North East,Credentialed,True,Member
A0549,E074,2022-03-15,2023-12-01,Local Chapter Event,Miami,Topic 1,Student,North East,Credentialed,True,Member
A0308,E199,2022-02-26,2022-06-22,Webinar,Online,Topic 6,Student,North East,Credentialed,True,Member
A0572,E023,2023-05-03,2023-10-10,Annual Meeting,San Francisco,Topic 19,Entry-Level,North East,Associate,True,Member
A0853,E151,2022-06-29,2024-02-10,Webinar,Online,Topic 5,Executive,South,Associate,False,Member
A0748,E183,2022-05-11,2024-03-16,Workshop,New York,Topic 5,Mid-Career,North East,Non-Member,True,Non-Member
A0665,E013,2024-01-03,2024-08-13,Seminar,Miami,Topic 8,Entry-Level,West,Associate,True,Member
A0106,E119,2023-11-30,2024-11-14,Webinar,Online,Topic 4,Senior,North East,Non-Member,False,Non-Member
A0099,E082,2022-12-07,2023-04-16,Annual Meeting,Chicago,Topic 2,Entry-Level,West,Non-Member,False,Non-Member
A0192,E069,2024-04-07,2024-08-17,Local Chapter Event,Houston,Topic 16,Senior,International,Associate,False,Member
A0956,E126,2022-01-17,2022-01-29,Annual Meeting,San Francisco,Topic 8,Mid-Career,Mid-West,Associate,True,Member
A0384,E105,2022-08-06,2024-12-02,Seminar,Miami,Topic 12,Entry-Level,International,Non-Member,False,Non-Member
A0492,E183,2022-09-28,2024-03-16,Workshop,New York,Topic 5,Entry-Level,West,Credentialed,True,Member
A0945,E102,2022-01-31,2022-09-15,Annual Meeting,San Francisco,Topic 12,Senior,Mid-West,Non-Member,False,Non-Member
A0467,E049,2022-04-22,2023-10-22,Workshop,Houston,Topic 19,Senior,West,Non-Member,True,Non-Member
A0232,E179,2023-08-16,2023-12-20,Workshop,Chicago,Topic 14,Student,South,Associate,False,Member
A0500,E083,2023-12-05,2023-12-28,Webinar,Online,Topic 19,Entry-Level,West,Associate,True,Member
A0173,E007,2023-07-01,2024-05-06,Seminar,San Francisco,Topic 10,Executive,North East,Credentialed,False,Member
A0548,E153,2023-02-07,2023-04-02,Seminar,San Francisco,Topic 13,Student,International,Associate,True,Member
A0215,E134,2023-03-16,2024-04-03,Workshop,Miami,Topic 6,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0849,E174,2023-06-23,2023-10-07,Workshop,Chicago,Topic 14,Student,South,Credentialed,False,Member
A0383,E115,2022-10-12,2023-11-30,Annual Meeting,Houston,Topic 12,Student,Mid-West,Associate,True,Member
A0899,E075,2022-03-20,2022-05-08,Workshop,Chicago,Topic 3,Entry-Level,Mid-West,Credentialed,True,Member
A0947,E090,2023-07-21,2023-10-19,Workshop,San Francisco,Topic 5,Senior,West,Credentialed,False,Member
A0184,E103,2022-11-25,2023-11-21,Webinar,Online,Topic 1,Student,South,Non-Member,False,Non-Member
A0179,E020,2024-06-24,2024-12-12,Webinar,Online,Topic 13,Entry-Level,North East,Non-Member,False,Non-Member
A0621,E129,2022-07-20,2023-03-21,Workshop,San Francisco,Topic 10,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0312,E196,2022-01-02,2022-01-04,Annual Meeting,New York,Topic 6,Entry-Level,North East,Non-Member,True,Non-Member
A0387,E104,2022-01-02,2024-08-14,Workshop,Miami,Topic 12,Student,Mid-West,Credentialed,False,Member
A0731,E199,2022-02-11,2022-06-22,Webinar,Online,Topic 6,Senior,West,Credentialed,True,Member
A0123,E075,2022-02-03,2022-05-08,Workshop,Chicago,Topic 3,Mid-Career,South,Associate,False,Member
A0690,E063,2023-12-01,2024-08-14,Seminar,New York,Topic 4,Senior,West,Associate,False,Member
A0383,E176,2022-08-13,2024-03-04,Webinar,Online,Topic 15,Student,Mid-West,Associate,False,Member
A0003,E116,2022-04-10,2023-03-21,Local Chapter Event,Houston,Topic 9,Executive,International,Associate,False,Member
A0116,E014,2022-01-30,2022-02-04,Local Chapter Event,Houston,Topic 18,Executive,Mid-West,Associate,True,Member
A0317,E159,2022-01-25,2023-09-16,Workshop,Miami,Topic 14,Mid-Career,North East,Non-Member,False,Non-Member
A0628,E151,2023-05-18,2024-02-10,Webinar,Online,Topic 5,Senior,South,Non-Member,False,Non-Member
A0271,E050,2022-01-09,2022-05-27,Workshop,Houston,Topic 9,Senior,International,Associate,False,Member
A0591,E131,2022-12-28,2024-01-24,Workshop,Chicago,Topic 8,Mid-Career,North East,Credentialed,False,Member
A0866,E096,2024-01-24,2024-12-28,Annual Meeting,Houston,Topic 5,Entry-Level,International,Associate,True,Member
A0781,E001,2022-03-21,2024-05-10,Seminar,Miami,Topic 7,Executive,Mid-West,Non-Member,True,Non-Member
A0236,E078,2022-04-09,2022-09-03,Workshop,Miami,Topic 10,Senior,West,Associate,True,Member
A0082,E199,2022-06-09,2022-06-22,Webinar,Online,Topic 6,Senior,North East,Non-Member,False,Non-Member
A0704,E153,2023-01-28,2023-04-02,Seminar,San Francisco,Topic 13,Mid-Career,Mid-West,Credentialed,True,Member
A0347,E054,2022-03-31,2022-09-20,Webinar,Online,Topic 16,Student,Mid-West,Credentialed,True,Member
A0568,E094,2023-08-21,2024-06-15,Local Chapter Event,Miami,Topic 3,Entry-Level,Mid-West,Associate,False,Member
A0445,E022,2022-11-03,2023-06-05,Webinar,Online,Topic 12,Student,West,Associate,False,Member
A0634,E128,2024-04-28,2024-12-29,Webinar,Online,Topic 19,Mid-Career,South,Credentialed,True,Member
A0442,E130,2022-02-04,2022-02-08,Workshop,Miami,Topic 13,Senior,South,Credentialed,True,Member
A0862,E134,2022-11-22,2024-04-03,Workshop,Miami,Topic 6,Entry-Level,North East,Non-Member,False,Non-Member
A0069,E148,2024-03-30,2024-05-02,Webinar,Online,Topic 17,Mid-Career,North East,Non-Member,False,Non-Member
A0617,E165,2022-03-11,2022-03-22,Local Chapter Event,Houston,Topic 10,Mid-Career,South,Associate,True,Member
A0426,E185,2022-03-06,2022-03-27,Workshop,Houston,Topic 17,Entry-Level,South,Non-Member,True,Non-Member
A0726,E022,2022-06-07,2023-06-05,Webinar,Online,Topic 12,Mid-Career,West,Non-Member,False,Non-Member
A0422,E110,2022-11-24,2023-02-17,Annual Meeting,New York,Topic 4,Entry-Level,South,Credentialed,True,Member
A0961,E127,2022-08-05,2023-05-15,Seminar,New York,Topic 13,Senior,International,Associate,False,Member
A0132,E004,2022-10-11,2022-12-10,Webinar,Online,Topic 6,Mid-Career,International,Associate,True,Member
A0683,E059,2022-10-12,2023-09-20,Annual Meeting,Houston,Topic 6,Mid-Career,South,Credentialed,False,Member
A0106,E105,2022-11-15,2024-12-02,Seminar,Miami,Topic 12,Senior,North East,Non-Member,False,Non-Member
A0625,E013,2023-11-26,2024-08-13,Seminar,Miami,Topic 8,Executive,West,Credentialed,True,Member
A0973,E113,2022-07-09,2022-10-06,Webinar,Online,Topic 9,Executive,South,Non-Member,False,Non-Member
A0426,E079,2022-07-02,2024-01-29,Workshop,Chicago,Topic 13,Entry-Level,South,Non-Member,False,Non-Member
A0499,E030,2024-04-06,2024-08-18,Workshop,San Francisco,Topic 1,Student,North East,Credentialed,False,Member
A0708,E067,2022-05-27,2023-03-14,Local Chapter Event,San Francisco,Topic 2,Executive,West,Non-Member,False,Non-Member
A0618,E007,2023-04-16,2024-05-06,Seminar,San Francisco,Topic 10,Student,Mid-West,Credentialed,False,Member
